label,prediction
0,0.49168118834495544
1,0.5186064839363098
1,0.5157692432403564
0,0.49436086416244507
0,0.4981684684753418
1,0.5945297479629517
1,0.508527398109436
0,0.4931055009365082
0,0.4824819564819336
1,0.5061050057411194
0,0.48845812678337097
0,0.49667638540267944
1,0.5084032416343689
1,0.5196099281311035
1,0.5688221454620361
0,0.5008666515350342
1,0.5147319436073303
1,0.5826213359832764
1,0.5596714615821838
1,0.6753398180007935
0,0.49603843688964844
0,0.49166953563690186
1,0.5090097784996033
1,0.5626844763755798
1,0.5414668321609497
0,0.4867349863052368
1,0.5137328505516052
0,0.49677574634552
1,0.5328239798545837
0,0.4963761568069458
0,0.4939320385456085
1,0.5228990316390991
0,0.4974464774131775
0,0.49688616394996643
0,0.49887892603874207
1,0.5173332691192627
1,0.6793046593666077
1,0.5176371335983276
0,0.49693965911865234
0,0.4864825904369354
0,0.4944770932197571
0,0.4945734739303589
1,0.5477478504180908
0,0.4918806850910187
1,0.5483136773109436
1,0.5781295895576477
1,0.5093937516212463
1,0.5914660096168518
0,0.48236843943595886
1,0.5886288285255432
0,0.4884287714958191
1,0.5826982855796814
1,0.5840069055557251
0,0.49461936950683594
1,0.5149494409561157
1,0.5771548748016357
0,0.48438313603401184
1,0.506148099899292
0,0.5244752764701843
0,0.5199812054634094
1,0.5441578030586243
1,0.5095916390419006
0,0.4955679774284363
0,0.5351496934890747
1,0.5153996348381042
0,0.49480772018432617
1,0.5128958821296692
0,0.49481356143951416
0,0.49285146594047546
0,0.49324071407318115
1,0.5477231740951538
1,0.5688783526420593
1,0.581558346748352
1,0.5085922479629517
0,0.49246978759765625
0,0.493507981300354
0,0.4990588426589966
1,0.5096997618675232
0,0.4843844175338745
0,0.4883008301258087
1,0.6644359827041626
0,0.4822210967540741
0,0.48390519618988037
0,0.4925333857536316
0,0.4922184348106384
1,0.5767074823379517
0,0.4855353534221649
0,0.4974156320095062
0,0.4971569776535034
1,0.5200101137161255
0,0.5189939141273499
1,0.5611588954925537
0,0.48288872838020325
1,0.5696437954902649
0,0.48458173871040344
0,0.49993765354156494
1,0.545216977596283
1,0.5773467421531677
1,0.5698365569114685
0,0.4844135642051697
0,0.4937188923358917
0,0.4966537654399872
0,0.4976806342601776
1,0.5375927090644836
1,0.5149465203285217
1,0.5407363176345825
0,0.49183622002601624
0,0.49434176087379456
0,0.48778706789016724
1,0.5482091307640076
0,0.5035015940666199
0,0.4947368800640106
0,0.4981999397277832
0,0.48444244265556335
1,0.5163596868515015
1,0.5120589733123779
1,0.5425776839256287
0,0.4933062791824341
1,0.5901904106140137
1,0.5076658129692078
0,0.5301167368888855
1,0.5284757018089294
1,0.5314005017280579
0,0.49640199542045593
1,0.5752253532409668
1,0.5220986008644104
0,0.530242383480072
0,0.4822537899017334
1,0.5897159576416016
1,0.5667884349822998
1,0.5532649159431458
1,0.5498400926589966
0,0.48293328285217285
1,0.5803694725036621
1,0.602418065071106
1,0.5209737420082092
1,0.518500804901123
0,0.4942907392978668
0,0.49427953362464905
1,0.5832109451293945
0,0.5211066603660583
0,0.4939335584640503
1,0.5471646189689636
1,0.503911018371582
1,0.5213442444801331
1,0.5402423739433289
1,0.5295540690422058
0,0.5294687151908875
0,0.4941060245037079
0,0.4942289888858795
1,0.5082723498344421
0,0.4964343011379242
0,0.49847427010536194
0,0.4982072114944458
1,0.5667423605918884
0,0.4941742420196533
1,0.5041727423667908
0,0.5188795924186707
1,0.5617337226867676
1,0.5099104046821594
1,0.5079625844955444
1,0.5359851717948914
1,0.535440981388092
0,0.4910576343536377
0,0.49480748176574707
1,0.5772829651832581
0,0.4981794059276581
1,0.5791064500808716
1,0.5623752474784851
0,0.49703413248062134
1,0.5112460255622864
0,0.5383597612380981
1,0.5104701519012451
1,0.5982328653335571
0,0.49430355429649353
0,0.49379271268844604
0,0.49004384875297546
0,0.4911114573478699
1,0.5390312671661377
1,0.5034946799278259
1,0.5684776902198792
1,0.5819708108901978
0,0.5326831340789795
0,0.4956803023815155
0,0.4855344593524933
1,0.5153906941413879
1,0.5202757716178894
1,0.5847387313842773
0,0.4893094599246979
1,0.5747878551483154
0,0.4933279752731323
1,0.5839195251464844
0,0.49444422125816345
1,0.5097807049751282
0,0.49155959486961365
1,0.570369303226471
1,0.5181703567504883
1,0.5343842506408691
0,0.49323734641075134
0,0.5202213525772095
1,0.6814354062080383
1,0.5020093321800232
0,0.48859310150146484
0,0.5325710773468018
1,0.5426714420318604
0,0.49076271057128906
1,0.5374343991279602
1,0.5366001129150391
0,0.490978479385376
1,0.5677459836006165
0,0.4973418414592743
0,0.4876963794231415
0,0.4994029402732849
1,0.5096030831336975
0,0.49182936549186707
0,0.49737510085105896
0,0.4982652962207794
0,0.49378445744514465
1,0.6334284543991089
0,0.4857673645019531
0,0.493061900138855
1,0.6000553965568542
1,0.5263901948928833
0,0.5374233722686768
0,0.4991283118724823
1,0.5916785001754761
1,0.5393779873847961
0,0.49825263023376465
0,0.4967811107635498
1,0.5210381746292114
0,0.49705958366394043
1,0.5087497234344482
1,0.5763097405433655
1,0.5664926171302795
0,0.4922719895839691
0,0.4895038604736328
1,0.5439394116401672
0,0.49052131175994873
1,0.5085839033126831
0,0.4941416382789612
1,0.538063645362854
1,0.5123801827430725
1,0.5869452357292175
1,0.5470539927482605
1,0.5158790946006775
1,0.5328658223152161
0,0.48985710740089417
1,0.5844888687133789
1,0.5012322664260864
0,0.48656418919563293
0,0.4988418221473694
0,0.49540993571281433
1,0.5806694626808167
1,0.5182477831840515
0,0.49940645694732666
1,0.565986156463623
0,0.49503853917121887
0,0.4923970401287079
0,0.5297749042510986
1,0.5255687236785889
1,0.5187456011772156
1,0.568838894367218
1,0.5897384881973267
0,0.4915538430213928
1,0.5201806426048279
0,0.4925389885902405
1,0.5039125680923462
0,0.4968821406364441
1,0.5107569098472595
1,0.5066131949424744
0,0.495059609413147
1,0.5502601861953735
0,0.48263493180274963
0,0.48454007506370544
0,0.49137169122695923
0,0.4845501184463501
1,0.6790043711662292
1,0.5161543488502502
1,0.5990093350410461
0,0.4909774363040924
0,0.4965951144695282
0,0.530271053314209
1,0.5499890446662903
1,0.5050517320632935
1,0.5831422805786133
0,0.48402631282806396
0,0.4901811480522156
1,0.518097460269928
1,0.5433380603790283
1,0.6563026905059814
1,0.5776901841163635
1,0.5771579146385193
1,0.5680456161499023
0,0.4853624701499939
1,0.5996792912483215
1,0.5387185215950012
0,0.4913986921310425
1,0.5303805470466614
0,0.49547824263572693
0,0.4902328848838806
0,0.4840262830257416
1,0.5245025753974915
0,0.4915713965892792
1,0.5996312499046326
1,0.5104876756668091
1,0.5129811763763428
1,0.5416417717933655
1,0.513139009475708
0,0.5396421551704407
1,0.5207502245903015
1,0.5085517764091492
0,0.5361813306808472
1,0.5430527329444885
1,0.6704654693603516
1,0.5111977458000183
1,0.5051893591880798
0,0.4950532615184784
1,0.5773152112960815
0,0.4823424816131592
1,0.5829857587814331
1,0.5197811722755432
1,0.5657716393470764
0,0.49782794713974
1,0.6171736717224121
1,0.5150609612464905
1,0.5151214599609375
1,0.5649397373199463
0,0.48649680614471436
1,0.5726836919784546
1,0.519140362739563
1,0.5915851593017578
0,0.494015634059906
1,0.5901520848274231
0,0.4914478659629822
1,0.5191105604171753
1,0.5081701278686523
0,0.48386165499687195
1,0.554348886013031
1,0.6776522397994995
0,0.4909413158893585
1,0.5746876001358032
0,0.5385445952415466
0,0.49071866273880005
0,0.48681458830833435
1,0.5236499309539795
1,0.6477790474891663
1,0.5074030756950378
0,0.48864808678627014
0,0.49174240231513977
0,0.5341354012489319
0,0.5388266444206238
0,0.48313459753990173
1,0.5031951069831848
0,0.497961163520813
0,0.49618446826934814
1,0.5744049549102783
0,0.48288896679878235
0,0.5010697841644287
1,0.5136499404907227
0,0.49678245186805725
1,0.5187389850616455
1,0.5910646915435791
1,0.5382061004638672
1,0.5120474696159363
1,0.5571308732032776
0,0.49844759702682495
1,0.5275089144706726
1,0.5802751183509827
1,0.5227115750312805
1,0.5205767750740051
0,0.48393458127975464
1,0.511593222618103
1,0.5153502225875854
0,0.4923740327358246
0,0.497210294008255
0,0.4927506744861603
0,0.4834119975566864
1,0.5069330930709839
1,0.5448721647262573
0,0.504002571105957
1,0.5355686545372009
1,0.5207772254943848
1,0.5581485033035278
1,0.5527554154396057
1,0.6017404794692993
1,0.5821958184242249
1,0.5076132416725159
0,0.49122154712677
0,0.49063313007354736
0,0.4866032004356384
1,0.5208996534347534
1,0.590785801410675
1,0.5066718459129333
1,0.5881247520446777
1,0.5096628665924072
1,0.5821033716201782
1,0.6401013135910034
0,0.4970122277736664
1,0.5644427537918091
0,0.4927297532558441
1,0.6544709205627441
1,0.556865930557251
1,0.5903601050376892
0,0.49280744791030884
1,0.509029746055603
1,0.5513999462127686
1,0.5082331299781799
1,0.5179979205131531
1,0.5980401635169983
0,0.4952215254306793
0,0.4929235875606537
0,0.4946345388889313
1,0.588053286075592
1,0.5481399893760681
0,0.4926210343837738
0,0.4953829050064087
1,0.5199479460716248
0,0.4902791678905487
0,0.4954674541950226
1,0.5800740122795105
1,0.5906705260276794
1,0.5722875595092773
1,0.5038301348686218
1,0.5398406982421875
0,0.49691858887672424
0,0.49804359674453735
1,0.5012828707695007
0,0.5306053757667542
0,0.48770737648010254
0,0.4999232292175293
1,0.5203587412834167
1,0.5413528680801392
